university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
sri-ramachandra-institute-of-higher-education-and-research,BBA hospital and health systems management,UG,Business/Healthcare Management,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/04/PROSPECTUS_Foreign-Nationals-Admissions-18_April_2026-compressed.pdf,https://sriramachandra.edu/programme/b-b-a-hospital-and-health-systems-management/,,no,,GAP:b-b-a-hospital-and-health-systems-management,UG FN prospectus is described as covering programmes 'excluding Medical & Dental'; individual programme-level confirmation for this specific title was not fetched in this pass.
sri-ramachandra-institute-of-higher-education-and-research,Master of physiotherapy mpt neuro sciences,PG,Physiotherapy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-physiotherapy-mpt-neuro-sciences/,,no,,GAP:master-of-physiotherapy-mpt-neuro-sciences,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of physiotherapy mpt obstetrics and gynaecology sciences,PG,Physiotherapy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-physiotherapy-mpt-obstetrics-and-gynaecology-sciences/,,no,,GAP:master-of-physiotherapy-mpt-obstetrics-and-gynaecology-sciences,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of physiotherapy mpt oncology,PG,Physiotherapy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-physiotherapy-mpt-oncology/,,no,,GAP:master-of-physiotherapy-mpt-oncology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of respiratory technology,PG,Allied Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-respiratory-technology/,,no,,GAP:master-of-respiratory-technology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Master of social work msw,PG,Social Work,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/master-of-social-work-msw/,,no,,GAP:master-of-social-work-msw,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,mbbs bachelor of medicine bachelor of surgery,UG,Medicine,5.5 years incl. internship,Chennai (Porur),full-time,not_open,https://media.sriramachandra.edu/ms/storage/2026/04/PROSPECTUS_Foreign-Nationals-Admissions-18_April_2026-compressed.pdf,https://sriramachandra.edu/programme/mbbs-bachelor-of-medicine-bachelor-of-surgery/,,no,,mbbs,"Excluded from SRIHER's 2026-27 Foreign National undergraduate prospectus, which is issued for programmes excluding Medical & Dental; B.Pharm is also stated as not on the foreign-national programme list."
sri-ramachandra-institute-of-higher-education-and-research,mph occupational environmental health,PG,Public Health,2 years,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/mph-occupational-environmental-health/,,yes,sriher-chennai-master-of-public-health,mph,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Pharm.D.,Integrated,Pharmacy,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/pharm-d-doctor-of-pharmacy/,,no,,GAP:pharm-d-doctor-of-pharmacy,
sri-ramachandra-institute-of-higher-education-and-research,Pharm.D. (Post Baccalaureate),PG,Pharmacy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/pharm-d-post-baccalaureate/,,no,,GAP:pharm-d-post-baccalaureate,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,Post Graduate Diploma in clinical embryology,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/post-graduate-diploma-in-clinical-embryology/,,no,,GAP:post-graduate-diploma-in-clinical-embryology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
